filename,champion_pred,new_pred,reviewed_truth,state
00747.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00728.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00109.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00102.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00927.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00985.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00605.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00026.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01237.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01203.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01049.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01166.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01158.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01019.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01088.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00749.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02089.jpg,有漂浮物,有漂浮物,乱占,persistent_error
00628.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00946.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01230.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01068.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00448.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00661.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02068.jpg,乱采,乱采,乱采,correct_both
01024.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00838.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00903.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01085.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00009.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01137.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01241.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01074.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00674.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02045.jpg,乱占,乱占,乱占,correct_both
00548.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00964.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00669.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01156.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00976.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00690.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02088.jpg,乱占,乱占,乱占,correct_both
00048.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00921.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01056.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00979.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00940.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01042.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00482.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00862.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00681.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01116.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01037.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00915.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00744.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00533.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00695.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00923.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00656.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00668.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02056.jpg,乱采,乱采,乱采,correct_both
01139.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00043.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00890.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00463.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00968.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00756.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00563.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00852.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01060.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00091.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00729.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00769.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01090.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01010.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01123.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02111.jpg,乱堆,乱堆,乱堆,correct_both
00477.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00707.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01163.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00526.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00955.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00849.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01011.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00761.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01187.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00950.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00036.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02148.jpg,乱占,乱占,乱占,correct_both
00662.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00754.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00501.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00772.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00925.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00867.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00566.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00061.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00107.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00610.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01105.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00901.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00188.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00481.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00522.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00686.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00586.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00480.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01142.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00604.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01143.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00487.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00613.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02135.jpg,乱占,乱占,乱占,correct_both
00875.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00601.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00973.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00880.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00166.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01215.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00830.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00920.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00154.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00918.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00220.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01106.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01217.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00193.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00227.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01138.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00194.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00753.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00861.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02129.jpg,乱占,乱占,乱占,correct_both
00513.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00594.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00456.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00776.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01006.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00006.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00694.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01238.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00930.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02123.jpg,乱采,乱采,乱采,correct_both
00209.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00855.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00590.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00067.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00617.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01234.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00506.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01048.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01232.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00461.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01040.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00790.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00664.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01212.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00570.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02099.jpg,乱堆,乱堆,乱堆,correct_both
00799.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00990.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00072.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00050.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00962.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00580.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00030.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00710.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00829.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00164.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00597.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01208.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02102.jpg,乱堆,乱堆,乱堆,correct_both
01192.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00159.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00623.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02096.jpg,乱采,乱采,乱采,correct_both
01047.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00064.jpg,有漂浮物,有漂浮物,正常,persistent_error
01030.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01046.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01161.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00894.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00765.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00741.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00730.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00096.jpg,有漂浮物,有漂浮物,正常,persistent_error
00612.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00947.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00856.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00621.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00018.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01127.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00633.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00596.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01191.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00585.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01209.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00682.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00152.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02110.jpg,乱堆,乱堆,乱堆,correct_both
00676.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01130.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00538.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01033.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02063.jpg,乱采,乱采,乱采,correct_both
00013.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00083.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00892.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00774.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00476.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00141.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02107.jpg,乱堆,乱堆,乱堆,correct_both
01155.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00222.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00745.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02142.jpg,乱堆,乱堆,乱堆,correct_both
02487.jpg,有漂浮物,有漂浮物,乱建,persistent_error
01171.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00110.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02075.jpg,乱占,乱占,乱占,correct_both
00104.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00649.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00817.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00189.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00909.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00119.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00846.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00775.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02054.jpg,乱采,乱采,乱采,correct_both
00851.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00068.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00065.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02092.jpg,乱采,乱采,乱采,correct_both
01118.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00614.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00699.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00171.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00049.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00105.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00897.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00792.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00910.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02108.jpg,乱堆,乱堆,乱堆,correct_both
02087.jpg,乱占,乱占,乱占,correct_both
00541.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00108.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00987.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01100.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01177.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00873.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00755.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00764.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00835.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00877.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01196.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01227.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00012.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00035.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01194.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00637.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00941.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
02105.jpg,乱堆,乱堆,乱堆,correct_both
00646.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01058.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00121.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00936.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01083.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00742.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00992.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01107.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00794.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
01200.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
00080.jpg,有漂浮物,有漂浮物,有漂浮物,correct_both
